artist,song,song_id,playlist_id,rating
Shawn Mendes,Mercy,1oHCgpheYhmhQbhCmbhpWn,1RGcVb0M6nwlDmOJwEYGl9,1
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,1RGcVb0M6nwlDmOJwEYGl9,1
Young Thug,Pick Up The Phone (feat. Quavo),5NAMZI9lVhxNa6AZp3iQVH,1RGcVb0M6nwlDmOJwEYGl9,1
Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,1RGcVb0M6nwlDmOJwEYGl9,1
Joel Adams,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,1RGcVb0M6nwlDmOJwEYGl9,1
The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,1RGcVb0M6nwlDmOJwEYGl9,1
Rae Sremmurd,Look Alive,2IGr3q6ljcpLvHDFLtI0yW,1RGcVb0M6nwlDmOJwEYGl9,1
Rae Sremmurd,Come Get Her,1Ser4X0TKttOvo8bgdytTP,1RGcVb0M6nwlDmOJwEYGl9,1
J. Cole,Work Out,6rbeWjEavBHvX2kr6lSogS,1RGcVb0M6nwlDmOJwEYGl9,1
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,1RGcVb0M6nwlDmOJwEYGl9,1
Aminé,Caroline,5GFDrUTLGJix84sNhjCG0g,1RGcVb0M6nwlDmOJwEYGl9,1
DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,1RGcVb0M6nwlDmOJwEYGl9,1
Too $hort,Blow the Whistle,2lMg3lCMOGistaWBNGjuT3,1RGcVb0M6nwlDmOJwEYGl9,1
Sia,The Greatest,3XIIOCu6B8PuGq5j61asEM,1RGcVb0M6nwlDmOJwEYGl9,1
Bruno Mars,24K Magic,2gFvRmQiWg9fN9i74Q0aiw,1RGcVb0M6nwlDmOJwEYGl9,1
OneRepublic,Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,1RGcVb0M6nwlDmOJwEYGl9,1
Andy Grammer,Fresh Eyes,4nMlau89VAjmV7agkl7OY3,1RGcVb0M6nwlDmOJwEYGl9,1
Maroon 5,Don't Wanna Know,0AKejOKlGdiB53QpwAeenO,1RGcVb0M6nwlDmOJwEYGl9,1
Hailee Steinfeld,Starving,4Ce37cRWvM1vIGGynKcs22,1RGcVb0M6nwlDmOJwEYGl9,1
James Arthur,Say You Won't Let Go,1Pw5C4N6Fn5E4mGCxmbbVa,1RGcVb0M6nwlDmOJwEYGl9,1
Drake,Fake Love,6NMNgWgEAzde5M8U3lc6FN,1RGcVb0M6nwlDmOJwEYGl9,1
Drake,Sneakin’,4ckuS4Nj4FZ7i3Def3Br8W,1RGcVb0M6nwlDmOJwEYGl9,1
The Weeknd,Starboy,2IY7eOUDjw2ArKYxKa2jXc,1RGcVb0M6nwlDmOJwEYGl9,1
John Mayer,Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,1RGcVb0M6nwlDmOJwEYGl9,1
John Mayer,Dear Marie,5Aq5TIy9jVK70aL7xcE9oa,1RGcVb0M6nwlDmOJwEYGl9,1
John Mayer,Wildfire,0QTCTu0CXv4X1JEE4gNpGv,1RGcVb0M6nwlDmOJwEYGl9,1
David Guetta,Without You (feat. Usher),7rGMKCgeYXpBecQ1FPb3oc,1RGcVb0M6nwlDmOJwEYGl9,1
a-ha,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,1RGcVb0M6nwlDmOJwEYGl9,1
Simon & Garfunkel,The Sound of Silence,2LkaNhCrNVmcYgXJeLVmsw,1RGcVb0M6nwlDmOJwEYGl9,1
Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,1RGcVb0M6nwlDmOJwEYGl9,1
The Weeknd,Party Monster,4RhGCDt69efGdC1SxJRI5r,1RGcVb0M6nwlDmOJwEYGl9,1
Fall Out Boy,The Phoenix,53AuxddsgPSlqM619nJhSd,1RGcVb0M6nwlDmOJwEYGl9,1
Fall Out Boy,Irresistible,3znPiywA0q1VK2jgAZFDoI,1RGcVb0M6nwlDmOJwEYGl9,1
